label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
active,0.0001675108381481,1.0897992792140316,3.7066773535217328,1.8394184949654548,1.0004136980643783,0.751245844624711,-0.07718941986956632,0.9495885816176024,1.641961228712503,1.1021323914786993
active,0.3550985916966041,0.0,2.2477421291746684,,0.0,0.1943689024414297,0.11689100135125365,-0.0594973255198285,1.0866066416514453,0.5086703159696032
active,0.0012357296014762,0.0,,0.8142107184420991,2.696122331358456,0.22147647657814337,0.2291382742807628,-0.17368637441518542,1.0912209825050065,1.048915230624891
active,0.690139840552024,0.0,0.6873314872318916,0.0,0.527291187439071,0.1857048816449708,-0.08947940479299873,-0.37992949207570303,-0.09336891632710116,0.2721248580256219
active,1.3767695288573596,0.6312673276677333,2.090755580277306,1.5816671143838887,0.7939762919201283,0.8465698286193056,0.17855069146309427,0.2454011467869524,1.221811192765986,0.11145614083238484
active,0.3144688531200307,0.0,5.694592056559354,1.584986555680311,2.783852056054771,0.2652424024319521,0.2340058022749429,,2.0206384792539387,0.276120568769338
active,0.4071871254673591,0.5900950245826462,0.063047710116824,0.5599183416114653,0.3709418268943836,0.08497535043692439,0.48612131481404397,0.20709362736568124,0.6609592051513308,0.32604966351842235
active,1.2941322674028033,1.001001035198029,3.2538730206234314,,2.1624971895046734,0.5298584911073188,0.5104034249076322,0.6002072986274665,0.6250451142269526,1.2594252335743488
active,1.2381135578628268,1.268546249259068,1.51598403841325,1.174424422857284,0.5205944700810434,1.2229298968295996,0.2681507944462075,0.9837378977836853,0.9522950254742827,0.46038645630520514
active,1.3973018798308323,0.382225383220926,3.197247721134313,0.514825591863165,1.0544956625637207,0.3687738675588482,0.4151052009496231,0.5376623814852022,0.4705918485287575,-0.06540236714950931
active,0.0590341112442518,0.1906726372532364,5.974070546279812,1.403733328587338,1.0749346820994974,0.4955517781056406,0.28181100030172285,0.8614779819743356,1.243849685888878,0.5281752973643622
active,6.171443759809104,2.62310919708936,0.9898793630507912,0.0,0.2349324843787654,2.0169471599057665,1.8092092856669915,1.2153075224696275,0.3361773559871859,1.0586798879294774
active,3.359905164296446,0.0,1.3102943722962994,0.2006369385259221,0.8174769703046989,0.05161935094376518,0.9530620179997035,-0.3249130742503604,0.5712546704515526,0.3551531365375413
active,0.0004987516562395,0.0,4.105647337104474,0.9811124443594804,0.6253142277599095,,0.04575428574653555,0.401742118097852,0.8946839930784873,1.2900141160635987
active,0.0459628561143798,0.0,3.7668975475910846,2.7393741722714737,0.5875492531076056,0.47528357481373207,0.03230172158725293,0.6347892120471534,1.7547034045008305,0.4361623009683351
